SalesID,Product,Region,Sales,Year
883,Product C,East,587.53,2026
884,Product C,North,3060.45,2026
885,Product A,South,692.71,2026
886,Product B,East,485.62,2025
887,Product B,East,2683.82,2026
888,Product E,West,2073.65,2022
889,Product B,East,2985.17,2026
890,Product D,North,537.19,2022
891,Product B,South,2211.82,2023
892,Product E,East,956.45,2024
893,Product B,North,4936.79,2025
894,Product D,East,2849.64,2022
895,Product A,East,3468.44,2023
896,Product E,East,1694.55,2024
897,Product A,East,564.22,2024
898,Product A,East,4881.77,2024
899,Product A,North,1502.67,2022
900,Product C,South,2176.66,2023
901,Product C,South,3284.33,2026
902,Product A,South,221.02,2023
903,Product E,South,4070.27,2023
904,Product D,North,2729.23,2023
905,Product D,West,1463.26,2022
906,Product B,West,401.88,2022
907,Product E,North,896.24,2022
908,Product C,North,4485.67,2023
909,Product A,East,3461.52,2022
910,Product B,East,1324.52,2024
911,Product D,East,421.44,2022
912,Product C,South,3484.02,2025
913,Product C,East,2904.8,2022
914,Product A,West,2082.15,2022
915,Product D,South,1881.7,2022
916,Product E,East,1162.39,2022
917,Product C,South,3381.1,2025
918,Product A,West,4856.27,2026
919,Product E,East,961.0,2022
920,Product D,West,3025.87,2024
921,Product C,West,2178.51,2025
922,Product E,West,2288.77,2026
923,Product E,East,1345.32,2022
924,Product E,North,4143.16,2026
925,Product C,East,2477.75,2024
926,Product C,West,2762.69,2025
927,Product B,East,1593.33,2025
928,Product D,West,990.86,2026
929,Product A,North,520.96,2022
930,Product E,South,3599.18,2023
931,Product B,North,1061.55,2025
932,Product A,North,3481.37,2023
933,Product B,South,2012.84,2025
934,Product C,East,2137.3,2022
935,Product E,South,2398.97,2022
936,Product A,East,1901.77,2025
937,Product A,East,593.04,2026
938,Product A,West,1617.2,2022
939,Product A,West,3352.3,2022
940,Product A,South,3362.34,2024
941,Product B,North,1502.5,2022
942,Product E,South,2354.5,2024
943,Product C,East,1047.89,2022
944,Product C,West,1130.82,2022
945,Product C,South,212.93,2026
946,Product C,South,4494.06,2026
947,Product B,West,1132.46,2022
948,Product D,West,1214.92,2025
949,Product E,West,1470.05,2025
950,Product A,East,724.3,2022
951,Product D,West,3232.39,2025
952,Product C,North,468.2,2022
953,Product D,South,757.59,2026
954,Product E,West,3259.31,2023
955,Product A,West,1764.34,2024
956,Product A,East,3568.94,2025
957,Product E,East,2831.38,2025
958,Product E,South,1354.5,2026
959,Product C,North,3289.06,2025
960,Product A,South,669.74,2022
961,Product D,West,2728.41,2022
962,Product B,North,2242.03,2023
963,Product B,North,1412.58,2023
964,Product E,North,3059.62,2023
965,Product C,North,4369.53,2022
966,Product B,South,4994.63,2023
967,Product A,East,3078.04,2023
968,Product E,East,2083.06,2022
969,Product D,West,1203.51,2026
970,Product E,East,1359.77,2025
971,Product D,East,2449.33,2024
972,Product E,East,1899.66,2022
973,Product E,East,4577.69,2022
974,Product E,West,1904.65,2024
975,Product D,South,1929.88,2024
976,Product D,North,1979.32,2023
977,Product E,East,4199.44,2024
978,Product B,South,3288.86,2025
979,Product C,East,3109.43,2025
980,Product C,East,1737.3,2025
981,Product C,North,4107.73,2025
982,Product D,North,287.98,2025
983,Product D,North,4366.91,2023
984,Product B,East,2612.47,2022
985,Product C,East,2051.43,2024
986,Product C,East,2536.12,2022
987,Product E,North,3370.34,2024
988,Product D,West,162.55,2023
989,Product C,South,4370.6,2023
990,Product B,West,2289.02,2026
991,Product B,East,1780.54,2026
992,Product C,East,777.4,2023
993,Product D,West,2253.38,2023
994,Product B,East,2531.98,2024
995,Product E,South,2077.87,2023
996,Product B,East,3425.43,2022
997,Product A,South,2162.39,2024
998,Product A,West,4810.95,2023
999,Product D,West,3036.46,2024
1000,Product C,East,4056.64,2024
1001,Product D,South,635.84,2025
1002,Product D,East,2046.73,2026
1003,Product D,North,1750.55,2024
1004,Product D,North,2890.46,2024
1005,Product E,North,4319.46,2025
1006,Product E,North,483.86,2023
1007,Product B,East,455.62,2024
1008,Product A,North,4266.56,2025
1009,Product D,South,1142.97,2022
1010,Product B,West,3376.89,2025
1011,Product A,West,2760.1,2026
1012,Product C,North,4181.18,2026
1013,Product E,North,712.94,2023
1014,Product A,North,735.94,2023
1015,Product C,East,2828.41,2026
1016,Product A,West,4737.26,2026
1017,Product E,North,2133.49,2024
1018,Product E,South,1702.02,2026
1019,Product B,North,3072.78,2023
1020,Product D,West,4659.2,2026
1021,Product A,North,4200.95,2023
1022,Product A,West,4977.87,2022
1023,Product C,North,210.59,2026
1024,Product E,South,653.0,2023
1025,Product A,North,3086.39,2025
1026,Product E,South,4120.82,2024
1027,Product A,South,1497.7,2023
1028,Product B,North,1272.13,2026
1029,Product D,South,3956.18,2026
1030,Product A,East,376.27,2022
1031,Product E,North,1909.97,2025
1032,Product B,North,2578.47,2023
1033,Product A,South,2845.71,2025
1034,Product C,South,3670.21,2022
1035,Product D,North,1838.74,2024
1036,Product A,East,3102.15,2025
1037,Product B,South,2968.34,2022
1038,Product C,South,2783.32,2023
1039,Product B,West,3238.37,2024
1040,Product B,East,1371.3,2026
1041,Product C,East,514.78,2022
1042,Product B,North,684.43,2026
1043,Product C,East,1200.45,2024
1044,Product A,North,2550.97,2022
1045,Product C,West,4218.17,2022
1046,Product C,East,3536.34,2024
1047,Product D,South,3966.3,2023
1048,Product C,West,1819.78,2022
1049,Product C,North,2082.8,2024
1050,Product A,West,2029.04,2025
1051,Product D,North,1040.18,2026
1052,Product E,West,399.96,2022
1053,Product A,North,2995.49,2025
1054,Product A,East,4947.16,2022
1055,Product E,South,917.47,2023
1056,Product C,North,328.76,2024
1057,Product B,West,3919.71,2022
1058,Product D,North,1337.67,2024
1059,Product B,North,4165.25,2022
1060,Product E,North,3549.29,2023
1061,Product A,West,4733.8,2023
1062,Product A,South,2103.74,2025
1063,Product D,East,3343.65,2023
1064,Product A,South,2377.79,2024
1065,Product A,North,3189.88,2023
1066,Product D,West,2303.03,2022
1067,Product D,South,1024.3,2023
1068,Product E,North,2588.7,2024
1069,Product A,East,2690.06,2022
1070,Product A,East,4071.96,2025
1071,Product E,East,3704.05,2025
1072,Product C,North,3352.58,2025
1073,Product C,West,655.6,2022
1074,Product C,South,3631.02,2025
1075,Product E,East,2551.5,2023
1076,Product A,North,4481.09,2022
1077,Product E,North,4607.37,2022
1078,Product E,South,370.27,2022
1079,Product C,East,4121.14,2026
1080,Product B,North,284.72,2024
1081,Product A,South,1899.13,2026
1082,Product C,West,2757.27,2026
1083,Product B,West,825.69,2026
1084,Product B,West,3756.94,2024
1085,Product D,East,140.94,2026
1086,Product A,South,926.14,2025
1087,Product B,South,2945.9,2022
1088,Product C,North,3600.5,2022
1089,Product D,North,4591.55,2023
1090,Product A,North,3556.93,2025
1091,Product E,South,3391.72,2024
1092,Product C,North,2032.27,2022
1093,Product B,South,106.29,2026
1094,Product B,South,688.78,2023
1095,Product C,West,2719.32,2023
1096,Product B,North,3408.14,2022
1097,Product D,West,2145.5,2025
1098,Product A,East,3680.33,2023
1099,Product D,East,2657.13,2022
1100,Product B,East,463.46,2025
1101,Product E,South,1040.88,2022
1102,Product A,South,4215.99,2022
1103,Product A,South,3652.07,2025
1104,Product C,North,4484.33,2025
1105,Product C,West,676.03,2025
1106,Product E,South,4952.09,2022
1107,Product A,West,1126.09,2023
1108,Product E,West,157.72,2024
1109,Product C,West,4987.37,2024
1110,Product C,North,1477.26,2022
1111,Product A,North,3373.3,2022
1112,Product D,East,965.74,2023
1113,Product B,East,2943.12,2025
1114,Product C,West,4529.77,2022
1115,Product C,East,1668.89,2026
1116,Product D,West,3384.24,2025
1117,Product D,North,1020.73,2022
1118,Product E,North,3161.5,2026
1119,Product E,North,1748.61,2023
1120,Product B,South,1134.92,2026
1121,Product B,West,1634.59,2022
1122,Product A,North,976.32,2024
1123,Product E,West,4519.39,2022
1124,Product C,East,2046.22,2024
1125,Product E,East,1301.87,2023
1126,Product C,North,2297.2,2023
1127,Product D,West,1670.63,2025
1128,Product E,North,3747.65,2025
1129,Product D,East,4858.98,2024
1130,Product B,North,2246.36,2024
1131,Product B,West,4319.06,2023
1132,Product A,East,2872.73,2026
1133,Product E,South,870.45,2024
1134,Product D,East,3484.05,2024
1135,Product C,South,2615.83,2026
1136,Product B,North,3287.97,2025
1137,Product B,North,4459.47,2025
1138,Product C,West,2258.13,2024
1139,Product D,South,4515.77,2025
1140,Product D,North,3778.28,2025
1141,Product E,South,2494.16,2025
1142,Product E,North,3055.79,2023
1143,Product A,East,1695.35,2022
1144,Product B,North,4919.63,2024
1145,Product E,West,3370.02,2024
1146,Product D,East,314.85,2023
1147,Product C,West,1700.45,2022
1148,Product D,East,3154.24,2022
1149,Product B,South,376.03,2023
1150,Product D,West,217.03,2026
1151,Product A,North,2305.12,2026
1152,Product B,South,1730.18,2022
1153,Product C,North,2247.66,2026
1154,Product A,East,1387.2,2026
1155,Product B,East,907.12,2026
1156,Product C,North,3476.8,2022
1157,Product A,North,2621.4,2026
1158,Product A,South,1080.76,2024
1159,Product B,North,1665.99,2022
1160,Product E,West,2999.86,2023
1161,Product A,West,453.92,2026
1162,Product A,North,822.52,2025
1163,Product C,West,458.9,2022
1164,Product D,North,4080.35,2023
1165,Product B,South,3786.81,2024
1166,Product B,West,3791.23,2023
1167,Product E,West,3609.99,2026
1168,Product E,North,3379.99,2025
1169,Product B,West,2437.26,2026
1170,Product E,East,3247.16,2023
1171,Product C,South,287.97,2022
1172,Product B,South,3145.18,2025
1173,Product E,West,3911.6,2025
1174,Product B,West,2551.76,2023
1175,Product D,East,1851.82,2026
1176,Product A,East,1459.39,2023
1177,Product B,West,3249.73,2025
1178,Product A,West,3494.73,2023
1179,Product E,East,4367.74,2025
1180,Product A,North,1777.44,2026
1181,Product B,East,3871.88,2022
1182,Product D,North,2850.64,2022
1183,Product E,South,4425.9,2023
1184,Product B,South,2686.28,2025
1185,Product E,East,2636.39,2022
1186,Product C,North,2931.6,2025
1187,Product A,East,3771.65,2026
1188,Product C,East,4826.98,2023
1189,Product B,North,460.46,2025
1190,Product D,East,361.83,2023
1191,Product E,South,4694.0,2025
1192,Product A,West,2696.39,2025
1193,Product E,West,3113.02,2026
1194,Product B,East,2463.88,2023
1195,Product E,North,558.92,2024
1196,Product A,North,3863.64,2025
1197,Product B,South,3761.4,2025
1198,Product E,North,1627.35,2022
1199,Product D,North,1600.57,2023
1200,Product B,South,4205.42,2024
1201,Product B,East,454.55,2026
1202,Product D,West,4417.42,2024
1203,Product C,South,1357.64,2026
1204,Product A,East,3005.63,2024
1205,Product C,South,4686.37,2024
1206,Product E,East,3422.8,2023
1207,Product D,South,2130.71,2022
1208,Product C,East,3478.72,2024
1209,Product B,South,1785.5,2025
1210,Product E,East,1458.57,2025
1211,Product E,South,4983.75,2025
1212,Product C,West,3778.87,2022
1213,Product C,West,3259.13,2024
1214,Product D,North,1840.92,2026
1215,Product A,East,340.89,2026
1216,Product C,South,252.18,2023
1217,Product C,East,2815.49,2022
1218,Product B,West,3833.96,2024
1219,Product E,East,2733.16,2025
1220,Product A,South,4219.85,2022
1221,Product B,East,263.79,2022
1222,Product D,South,1897.09,2024
1223,Product D,West,1261.64,2023
1224,Product C,West,2291.64,2023
1225,Product C,West,454.64,2023
1226,Product D,North,4775.25,2025
1227,Product C,West,1193.95,2025
1228,Product A,East,4619.31,2024
1229,Product C,North,2186.88,2023
1230,Product E,West,4929.07,2024
1231,Product C,East,2814.89,2023
1232,Product B,East,4661.08,2022
1233,Product A,East,126.21,2026
1234,Product B,South,3766.37,2026
1235,Product B,North,4524.95,2023
1236,Product E,East,784.63,2024
1237,Product A,South,571.02,2025
1238,Product A,West,2180.41,2023
1239,Product A,East,4675.03,2023
1240,Product A,South,2757.69,2025
1241,Product A,East,2684.54,2023
1242,Product E,North,791.52,2022
1243,Product C,North,103.87,2025
1244,Product B,West,4069.69,2022
1245,Product A,East,529.12,2026
1246,Product C,South,3205.86,2025
1247,Product C,West,4581.62,2025
1248,Product B,East,1122.39,2024
1249,Product E,West,3359.84,2024
1250,Product D,South,485.62,2025
1251,Product D,West,3058.4,2026
1252,Product C,West,903.27,2023
1253,Product B,West,3706.17,2024
1254,Product D,East,1576.03,2026
1255,Product C,South,2370.62,2026
1256,Product E,North,3037.21,2024
1257,Product D,East,939.24,2023
1258,Product C,North,3734.03,2024
1259,Product C,North,1582.94,2026
1260,Product A,East,3345.62,2022
1261,Product E,East,875.59,2024
1262,Product A,South,3471.78,2026
1263,Product B,South,728.12,2024
1264,Product A,West,2184.25,2026
1265,Product A,North,1311.31,2023
1266,Product D,South,3767.04,2026
1267,Product C,West,1383.97,2025
1268,Product E,South,4420.41,2022
1269,Product A,East,4469.92,2026
1270,Product E,South,1062.56,2024
1271,Product A,North,3107.85,2024
1272,Product B,South,529.82,2026
1273,Product A,North,2018.53,2025
1274,Product D,East,3595.28,2026
1275,Product C,North,3331.17,2023
1276,Product B,South,3161.03,2025
1277,Product A,West,1484.45,2026
1278,Product E,East,1952.32,2022
1279,Product B,South,604.44,2025
1280,Product B,East,3623.21,2026
1281,Product A,East,2569.06,2022
1282,Product B,South,3572.95,2026
1283,Product E,South,1319.82,2023
1284,Product B,West,1689.75,2024
1285,Product E,East,1737.66,2026
1286,Product A,East,226.14,2025
1287,Product C,South,1771.13,2026
1288,Product B,North,4036.19,2026
1289,Product C,South,4496.76,2026
1290,Product E,East,2639.27,2026
1291,Product B,South,2331.96,2025
1292,Product D,West,251.04,2025
1293,Product C,North,4408.1,2026
1294,Product B,South,163.75,2024
1295,Product C,West,4729.28,2026
1296,Product B,East,2497.16,2025
1297,Product A,South,1775.48,2023
1298,Product C,East,4628.67,2026
1299,Product D,West,219.52,2026
1300,Product D,East,2948.98,2026
1301,Product E,West,2789.77,2026
1302,Product B,West,1174.67,2022
1303,Product C,West,2201.55,2026
1304,Product E,South,3296.09,2025
1305,Product C,East,3662.94,2025
1306,Product B,East,103.51,2022
1307,Product D,North,4690.58,2026
1308,Product A,North,906.17,2024
1309,Product D,North,1244.54,2026
1310,Product E,North,1391.02,2025
1311,Product A,East,285.32,2023
1312,Product E,West,702.96,2023
1313,Product B,West,4933.11,2024
1314,Product A,South,1644.56,2026
1315,Product E,West,664.98,2022
1316,Product B,East,624.26,2026
1317,Product D,East,3625.35,2024
1318,Product B,East,4287.39,2024
1319,Product C,South,1359.07,2024
1320,Product B,North,202.46,2023
1321,Product B,West,1193.14,2026
1322,Product C,East,376.93,2026
1323,Product E,East,606.64,2022
1324,Product E,North,2214.39,2024
1325,Product B,East,1226.6,2024
1326,Product C,West,2628.13,2025
1327,Product C,South,1342.12,2025
1328,Product D,East,4708.63,2023
1329,Product E,West,4539.13,2026
1330,Product A,East,2877.35,2022
1331,Product E,North,1836.68,2022
1332,Product E,East,1967.62,2024
1333,Product D,East,2118.08,2022
1334,Product A,South,3665.14,2024
1335,Product D,North,2313.03,2026
1336,Product A,North,4297.98,2022
1337,Product B,South,4726.06,2024
1338,Product A,East,1746.14,2026
1339,Product D,West,2847.4,2026
1340,Product E,North,565.78,2024
1341,Product A,North,1082.3,2024
1342,Product A,East,2125.98,2023
1343,Product C,East,1110.39,2026
1344,Product E,North,4395.15,2024
1345,Product B,East,875.6,2026
1346,Product D,West,2332.74,2022
1347,Product B,North,3067.93,2025
1348,Product E,West,3490.13,2025
1349,Product A,West,1977.04,2024
1350,Product A,East,4358.59,2024
1351,Product E,West,2884.76,2026
1352,Product A,East,2253.59,2024
1353,Product A,South,429.48,2026
1354,Product A,East,2376.98,2024
1355,Product D,West,4121.61,2026
1356,Product D,South,3111.25,2024
1357,Product C,East,4177.6,2023
1358,Product B,West,2520.66,2026
1359,Product E,North,680.46,2023
1360,Product E,North,166.84,2023
1361,Product E,East,1585.78,2023
1362,Product C,East,3520.15,2023
1363,Product D,North,3972.27,2022
1364,Product C,West,1549.19,2025
1365,Product E,West,2528.7,2022
1366,Product B,West,2163.48,2024
1367,Product A,East,2111.56,2024
1368,Product D,South,1233.61,2025
1369,Product D,South,768.22,2025
1370,Product C,South,1063.77,2025
1371,Product D,South,371.13,2023
1372,Product E,South,1070.84,2022
1373,Product E,East,145.08,2024
1374,Product C,East,3173.57,2022
1375,Product E,South,1650.24,2022
1376,Product B,East,4868.41,2022
1377,Product C,East,1049.21,2025
1378,Product B,South,1794.56,2025
1379,Product A,West,1853.42,2024
1380,Product B,East,141.41,2024
1381,Product A,West,4212.12,2024
1382,Product A,East,256.77,2022
1383,Product B,East,4706.88,2025
1384,Product C,South,4471.16,2023
1385,Product E,East,2724.06,2022
1386,Product E,North,2763.62,2026
1387,Product A,North,3303.51,2022
1388,Product A,South,1996.55,2025
1389,Product C,West,3271.39,2026
1390,Product D,West,319.37,2022
1391,Product B,West,364.83,2025
1392,Product A,North,2340.43,2025
1393,Product E,West,2793.15,2023
1394,Product C,West,4450.31,2022
1395,Product B,South,612.84,2025
1396,Product C,West,4130.97,2024
1397,Product B,North,1129.23,2025
1398,Product B,North,2031.01,2023
1399,Product A,North,1651.35,2025
1400,Product C,South,2060.76,2022
1401,Product C,South,837.43,2022
1402,Product E,East,2567.49,2026
1403,Product E,West,4028.05,2022
1404,Product A,South,2263.52,2026
1405,Product A,North,2504.01,2024
1406,Product D,North,4258.96,2023
1407,Product E,South,3559.68,2024
1408,Product B,South,2503.23,2026
1409,Product C,South,1362.71,2025
1410,Product A,East,4436.14,2025
1411,Product C,North,2927.4,2024
1412,Product C,East,1183.62,2025
1413,Product D,East,1418.69,2026
1414,Product E,West,4035.35,2023
1415,Product A,North,316.31,2022
1416,Product C,North,4961.25,2026
1417,Product A,South,738.72,2026
1418,Product B,South,4000.74,2022
1419,Product D,West,2034.4,2022
1420,Product B,East,2511.86,2023
1421,Product A,South,4415.19,2023
1422,Product A,South,2123.26,2023
1423,Product E,North,2733.72,2025
1424,Product C,North,341.57,2026
1425,Product C,South,111.5,2022
1426,Product B,North,1299.52,2026
1427,Product D,West,3434.86,2026
1428,Product C,South,694.2,2023
1429,Product E,North,657.43,2023
1430,Product B,West,2113.71,2026
1431,Product B,North,3274.4,2023
1432,Product E,North,3589.15,2025
1433,Product D,North,974.41,2022
1434,Product E,South,489.98,2026
1435,Product D,East,4707.95,2022
1436,Product E,North,1377.27,2025
1437,Product E,West,4281.4,2023
1438,Product A,South,4331.11,2024
1439,Product B,South,3885.36,2025
1440,Product E,West,927.28,2024
1441,Product E,North,4126.83,2022
1442,Product C,East,3869.33,2026
1443,Product B,North,3023.94,2023
1444,Product C,West,1752.29,2025
1445,Product B,South,1386.29,2023
1446,Product C,East,697.26,2024
1447,Product E,South,2597.81,2024
1448,Product E,West,2967.78,2026
1449,Product A,North,1860.76,2024
1450,Product C,East,2429.26,2026
1451,Product D,South,1881.22,2025
1452,Product A,South,3240.93,2026
1453,Product C,South,4516.17,2024
1454,Product C,North,903.21,2022
1455,Product A,East,1968.9,2026
1456,Product E,North,790.26,2023
1457,Product C,North,3162.22,2022
1458,Product E,North,3671.47,2026
1459,Product A,West,4666.37,2023
1460,Product E,West,1466.47,2022
1461,Product B,West,4756.03,2026
1462,Product D,East,409.99,2025
1463,Product C,North,3054.77,2023
1464,Product D,North,379.95,2025
1465,Product E,West,4479.49,2024
1466,Product C,North,2696.06,2026
1467,Product E,North,3379.81,2026
1468,Product B,South,4174.71,2023
1469,Product A,North,836.52,2026
1470,Product C,South,289.1,2024
1471,Product B,North,4406.52,2026
1472,Product B,East,1643.17,2022
1473,Product C,West,732.0,2025
1474,Product E,South,2395.46,2024
1475,Product B,West,3031.7,2024
1476,Product D,South,251.76,2025
1477,Product B,South,1446.99,2025
1478,Product E,South,260.72,2024
1479,Product E,East,2159.64,2025
1480,Product D,North,4485.99,2023
1481,Product B,South,4915.0,2025
1482,Product E,East,3221.53,2022
1483,Product C,South,892.02,2022
1484,Product A,North,4538.66,2023
1485,Product A,South,2629.61,2025
1486,Product A,East,853.37,2022
1487,Product B,North,4616.46,2026
1488,Product D,East,3811.6,2025
1489,Product E,North,3685.36,2023
1490,Product C,North,3574.99,2025
1491,Product C,West,1081.67,2024
1492,Product B,West,1133.93,2024
1493,Product A,West,3472.64,2022
1494,Product B,North,1176.64,2024
1495,Product D,South,2249.49,2023
1496,Product D,East,3931.81,2022
1497,Product E,East,3941.37,2023
1498,Product E,East,2320.98,2023
1499,Product D,West,3981.73,2024
1500,Product D,North,4209.25,2024
1501,Product D,West,3308.4,2023
1502,Product B,South,1219.29,2024
1503,Product D,North,1442.66,2024
1504,Product C,East,1642.72,2024
1505,Product A,West,672.34,2025
1506,Product D,West,1438.48,2023
1507,Product A,South,1126.64,2026
1508,Product B,South,2331.11,2023
1509,Product A,West,4551.34,2022
1510,Product B,South,611.95,2024
1511,Product C,East,3629.31,2024
1512,Product B,South,3467.69,2026
1513,Product B,South,569.2,2022
1514,Product E,West,4620.6,2025
1515,Product D,West,2885.51,2023
1516,Product D,North,1882.26,2025
1517,Product C,North,3807.04,2022
1518,Product C,West,1361.09,2026
1519,Product D,South,3498.2,2022
1520,Product E,South,294.58,2026
1521,Product D,North,4213.1,2025
1522,Product E,North,2296.04,2025
1523,Product C,North,3219.8,2022
1524,Product A,East,1184.07,2022
1525,Product C,East,3417.66,2024
1526,Product C,North,3883.98,2026
1527,Product B,South,2418.74,2024
1528,Product B,North,3126.86,2023
1529,Product B,East,2336.0,2023
1530,Product B,South,4481.05,2022
1531,Product E,East,2539.56,2025
1532,Product D,South,4224.86,2023
1533,Product A,East,4026.63,2023
1534,Product C,South,2111.47,2024
1535,Product E,South,1227.41,2024
1536,Product A,South,2089.8,2023
1537,Product E,South,4148.47,2022
1538,Product E,West,1215.4,2024
1539,Product C,East,2669.74,2023
1540,Product D,East,4049.87,2025
1541,Product B,West,1832.04,2024
1542,Product D,South,3246.83,2023
1543,Product C,South,1303.59,2026
1544,Product C,East,635.47,2024
1545,Product C,West,3992.48,2026
1546,Product A,South,584.95,2024
1547,Product D,South,1429.77,2024
1548,Product D,South,4290.04,2026
1549,Product E,North,1797.7,2022
1550,Product E,West,4867.92,2023
1551,Product E,South,4900.7,2022
1552,Product C,North,1414.55,2022
1553,Product D,West,300.79,2023
1554,Product C,South,3554.81,2025
1555,Product A,East,2309.83,2022
1556,Product E,North,593.69,2022
1557,Product C,North,3566.86,2022
1558,Product C,South,252.76,2025
1559,Product A,South,4363.96,2024
1560,Product B,North,779.4,2026
1561,Product D,East,723.83,2026
1562,Product B,East,960.79,2025
1563,Product E,West,4805.31,2022
1564,Product C,South,3496.53,2026
1565,Product A,East,4026.72,2025
1566,Product A,West,2048.41,2023
1567,Product D,East,1747.93,2026
1568,Product B,South,1248.97,2023
1569,Product D,West,2455.18,2022
1570,Product C,West,2803.96,2026
1571,Product D,West,3195.7,2025
1572,Product A,East,1359.88,2024
1573,Product A,South,4748.4,2026
1574,Product E,West,931.82,2026
1575,Product E,North,4831.7,2026
1576,Product C,South,172.8,2026
1577,Product B,North,2457.52,2025
1578,Product D,North,1733.5,2025
1579,Product C,West,2300.7,2024
1580,Product E,West,2896.26,2025
1581,Product D,East,2234.39,2025
1582,Product E,East,2132.75,2022
1583,Product D,East,3690.34,2022
1584,Product B,South,3460.79,2023
1585,Product C,East,4183.03,2024
1586,Product D,North,1324.8,2022
1587,Product A,East,3086.69,2024
1588,Product A,West,2967.45,2024
1589,Product D,East,1911.72,2026
1590,Product D,South,2481.68,2024
1591,Product D,South,1637.53,2026
1592,Product A,North,795.04,2023
1593,Product A,South,1147.63,2023
1594,Product D,East,617.02,2023
1595,Product E,West,3447.04,2026
1596,Product E,South,3337.56,2026
1597,Product B,North,4757.97,2023
1598,Product C,East,3675.42,2026
1599,Product E,North,355.02,2025
1600,Product A,South,4432.8,2025
1601,Product E,South,4327.11,2026
1602,Product B,North,2272.27,2026
1603,Product B,East,2970.73,2022
1604,Product C,South,4882.78,2022
1605,Product E,West,2708.29,2024
1606,Product A,South,4536.08,2024
1607,Product A,East,506.89,2024
1608,Product D,South,1036.15,2023
1609,Product A,North,2259.7,2025
1610,Product C,South,2965.31,2023
1611,Product C,South,4099.52,2026
1612,Product A,East,4942.48,2022
1613,Product A,North,2005.37,2026
1614,Product D,East,332.34,2026
1615,Product A,South,4025.74,2022
1616,Product D,West,3061.47,2026
1617,Product D,South,1072.86,2024
1618,Product A,East,2524.66,2022
1619,Product B,West,3737.32,2026
1620,Product B,East,3875.02,2024
1621,Product D,East,2548.13,2024
1622,Product A,North,1595.55,2025
1623,Product B,West,4871.34,2024
1624,Product A,South,3350.48,2023
1625,Product A,East,2100.36,2022
1626,Product A,South,1474.27,2022
1627,Product E,North,3682.4,2022
1628,Product A,North,1286.7,2026
1629,Product E,West,941.38,2026
1630,Product D,North,2696.19,2023
1631,Product B,North,1520.94,2024
1632,Product B,South,3181.64,2026
1633,Product B,North,677.9,2024
1634,Product B,North,3309.21,2024
1635,Product B,East,1488.15,2026
1636,Product B,North,101.19,2026
1637,Product B,East,721.99,2023
1638,Product D,North,4674.72,2025
1639,Product A,North,4350.04,2022
1640,Product C,West,1244.68,2026
1641,Product E,West,3914.02,2026
1642,Product C,East,3082.0,2024
1643,Product C,North,4857.43,2025
1644,Product A,South,1930.67,2026
1645,Product A,West,3439.16,2025
1646,Product A,South,411.33,2022
1647,Product B,West,2041.61,2024
1648,Product D,West,4822.71,2023
1649,Product B,North,2741.01,2022
1650,Product D,West,1510.61,2025
1651,Product D,South,689.33,2025
1652,Product C,West,3547.29,2022
1653,Product C,East,3259.79,2025
1654,Product D,North,1932.3,2023
1655,Product D,North,4759.61,2023
1656,Product B,East,208.79,2025
1657,Product B,East,1588.25,2025
1658,Product C,East,4613.24,2023
1659,Product A,West,1672.58,2025
1660,Product D,North,1336.04,2026
1661,Product B,East,2717.68,2024
1662,Product C,West,4136.63,2026
1663,Product B,East,605.42,2025
1664,Product D,South,4720.8,2025
1665,Product D,South,3995.86,2024
1666,Product E,North,988.13,2025
1667,Product A,West,3588.84,2024
1668,Product E,South,1986.3,2023
1669,Product C,South,2071.24,2024
1670,Product B,West,3938.12,2024
1671,Product C,East,4817.65,2026
1672,Product D,West,720.61,2025
1673,Product E,East,2161.09,2023
1674,Product E,South,2456.61,2022
1675,Product E,South,1943.93,2024
1676,Product C,South,1879.63,2022
1677,Product D,North,356.12,2025
1678,Product B,North,3459.14,2024
1679,Product B,North,2237.45,2022
1680,Product C,West,1054.49,2026
1681,Product E,South,4098.56,2022
1682,Product A,South,4032.55,2026
1683,Product C,West,2483.32,2023
1684,Product C,North,1562.41,2025
1685,Product D,West,3226.65,2022
1686,Product B,North,1511.95,2024
1687,Product C,South,1256.44,2025
1688,Product C,East,3679.52,2022
1689,Product E,North,297.59,2024
1690,Product E,South,564.37,2024
1691,Product A,South,133.26,2024
1692,Product D,East,849.42,2024
1693,Product A,South,438.05,2022
1694,Product E,South,4979.43,2023
1695,Product B,North,1515.17,2026
1696,Product E,North,831.41,2026
1697,Product D,East,1280.88,2026
1698,Product E,East,4687.02,2023
1699,Product D,South,2648.79,2024
1700,Product D,North,1887.61,2024
1701,Product D,East,4379.62,2025
1702,Product D,East,2035.45,2026
1703,Product D,West,1741.54,2026
1704,Product B,East,1115.68,2024
1705,Product A,South,1951.2,2026
1706,Product C,North,1651.75,2024
1707,Product A,East,3418.79,2024
1708,Product D,West,1518.96,2024
1709,Product B,North,2928.28,2022
1710,Product E,East,422.87,2022
1711,Product B,West,1037.32,2022
1712,Product D,East,2096.29,2022
1713,Product B,North,4691.05,2023
1714,Product B,North,1948.53,2025
1715,Product D,North,3353.96,2025
1716,Product B,South,1349.93,2024
1717,Product C,East,722.46,2026
1718,Product C,South,386.83,2022
1719,Product B,North,1596.53,2025
1720,Product E,West,872.54,2025
1721,Product D,East,952.65,2022
